id.site,name.plant,name.plant.agg,cover.mean,cover.mean.agg,target.species,target.species.agg,cf,TaxonRank,IsChildTaxonOf,r.all.diagnostic,ffh.lrt,calth.btt,rlg,funct.group
S_KDT,Agrostis gigantea,Agrostis stolonifera agg.,0.5,0.5,1,1,no,SPE,Agrostis stolonifera agg.,0,0,1,*,grass
S_KDT,Ajuga reptans,Ajuga reptans,0.025,0.025,1,1,no,SPE,Ajuga,0,1,0,*,herb
S_KDT,Allium carinatum,Allium carinatum,0.025,0.025,1,1,yes,SPE,Allium,0,1,0,3,herb
S_KDT,Alopecurus pratensis,Alopecurus pratensis,0.05,0.05,1,1,no,SPE,Alopecurus,1,1,0,*,grass
S_KDT,Anthoxanthum odoratum s. str.,Anthoxanthum odoratum agg.,0.15,0.15,1,1,no,SPE,Anthoxanthum odoratum agg.,0,1,0,NA,grass
S_KDT,Arrhenatherum elatius,Arrhenatherum elatius,2.625,2.625,1,1,no,SPE,Arrhenatherum,1,1,0,*,grass
S_KDT,Bellis perennis,Bellis perennis,0.025,0.025,1,1,no,SPE,Bellis,1,1,0,*,herb
S_KDT,Betonica officinalis,Betonica officinalis,0.625,0.625,1,1,no,SPE,Betonica,0,1,1,V,herb
S_KDT,Brachypodium pinnatum,Brachypodium pinnatum agg.,3.5,3.5,1,1,no,SPE,Brachypodium pinnatum agg.,1,1,0,*,grass
S_KDT,Briza media,Briza media,0.5,0.5,1,1,no,SPE,Briza,1,1,0,*,grass
S_KDT,Bromus arvensis,Bromus arvensis,5,5,0,0,yes,SPE,Bromus,0,0,0,V,grass
S_KDT,Campanula patula,Campanula patula,0.125,0.125,1,1,no,SPE,Campanula,0,1,0,V,herb
S_KDT,Carex flacca,Carex flacca,0.5,0.5,1,1,no,SPE,Carex,0,1,1,*,grass
S_KDT,Centaurea jacea agg.,Centaurea jacea agg.,0.525,0.525,1,1,no,AGG,Centaurea,0,1,0,*,herb
S_KDT,Cerastium arvense,Cerastium arvense,0.025,0.025,1,1,no,SPE,Cerastium,0,1,0,*,herb
S_KDT,Cerastium holosteoides,Cerastium fontanum agg.,0.55,0.55,1,1,no,SPE,Cerastium fontanum agg.,1,1,0,*,herb
S_KDT,Cirsium arvense,Cirsium arvense,0.025,0.025,0,0,no,SPE,Cirsium,0,0,0,*,herb
S_KDT,Convolvulus arvensis,Convolvulus arvensis,0.125,0.125,0,0,no,SPE,Convolvulus,0,0,0,*,herb
S_KDT,Crepis biennis,Crepis biennis,2,2,1,1,no,SPE,Crepis,1,1,0,*,herb
S_KDT,Dactylis glomerata s. str.,Dactylis glomerata agg.,2.5,2.5,1,1,no,SPE,Dactylis glomerata agg.,0,1,0,NA,grass
S_KDT,Daucus carota,Daucus carota,1,1,1,1,no,SPE,Daucus,0,1,0,*,herb
S_KDT,Equisetum arvense,Equisetum arvense,0.025,0.025,0,0,no,SPE,Equisetum,0,0,0,*,herb
S_KDT,Erigeron annuus,Erigeron annuus,1,1,0,0,no,SPE,Erigeron,0,0,0,nb,herb
S_KDT,Euphorbia cyparissias,Euphorbia cyparissias,0.5,0.5,1,1,no,SPE,Euphorbia,1,1,0,*,herb
S_KDT,Festuca ovina agg.,Festuca ovina agg.,0.5,0.5,1,1,no,AG1,Festuca,0,1,0,*,grass
S_KDT,Festuca pratensis s. str.,Festuca pratensis s. str.,1.625,1.625,1,1,no,SPE,Festuca pratensis s. l.,0,1,0,NA,grass
S_KDT,Festuca rubra agg.,Festuca rubra agg.,4.625,4.625,1,1,no,AGG,Festuca,1,1,0,*,grass
S_KDT,Galium mollugo agg.,Galium mollugo agg.,6,6,0,1,no,AGG,Galium,0,0,0,*,herb
S_KDT,Galium verum s. str.,Galium verum agg.,3.625,3.625,1,1,no,SPE,Galium verum agg.,1,1,0,NA,herb
S_KDT,Helictotrichon pubescens,Helictotrichon pubescens,1.025,1.025,1,1,no,SPE,Helictotrichon,1,1,0,*,grass
S_KDT,Holcus lanatus,Holcus lanatus,5.05,5.05,1,1,no,SPE,Holcus,1,1,0,*,grass
S_KDT,Hypericum perforatum,Hypericum perforatum,1.05,1.05,1,1,no,SPE,Hypericum,0,1,0,*,herb
S_KDT,Hypochaeris radicata,Hypochaeris radicata,0.025,0.025,1,1,no,SPE,Hypochaeris,1,1,0,*,herb
S_KDT,Juncus effusus,Juncus effusus,0.025,0.025,1,1,no,SPE,Juncus,1,0,1,*,grass
S_KDT,Knautia arvensis s. str.,Knautia arvensis agg.,1.625,1.625,1,1,no,SPE,Knautia arvensis agg.,1,1,0,NA,herb
S_KDT,Lathyrus pratensis,Lathyrus pratensis,0.275,0.275,1,1,no,SPE,Lathyrus,1,1,0,*,legume
S_KDT,Lotus corniculatus,Lotus corniculatus agg.,2.625,2.625,1,1,no,SPE,Lotus corniculatus agg.,0,1,0,*,legume
S_KDT,Luzula campestris agg.,Luzula campestris agg.,1.125,1.125,1,1,no,AGG,Luzula,1,1,0,*,grass
S_KDT,Medicago falcata s. str.,Medicago sativa agg.,0.15,0.15,1,1,no,SPE,Medicago sativa agg.,1,1,0,NA,legume
S_KDT,Medicago lupulina,Medicago lupulina,1.5,1.5,1,1,no,SPE,Medicago,0,1,0,*,legume
S_KDT,Origanum vulgare,Origanum vulgare,0.675,0.675,1,1,no,SPE,Origanum,0,1,0,*,herb
S_KDT,Pastinaca sativa,Pastinaca sativa,0.15,0.15,1,1,no,SPE,Pastinaca,0,1,0,*,herb
S_KDT,Phleum pratense agg.,Phleum pratense agg.,0.55,0.55,1,1,no,AGG,Phleum,1,1,0,*,grass
S_KDT,Pimpinella saxifraga,Pimpinella saxifraga agg.,0.5,0.5,1,1,no,SPE,Pimpinella saxifraga agg.,1,1,0,*,herb
S_KDT,Plantago lanceolata,Plantago lanceolata,8,8,1,1,no,SPE,Plantago,1,1,0,*,herb
S_KDT,Poa pratensis agg.,Poa pratensis agg.,5,5,1,1,no,AGG,Poa,1,1,0,*,grass
S_KDT,Polygala comosa,Polygala comosa,0.125,0.125,1,1,no,SPE,Polygala,1,1,0,V,herb
S_KDT,Primula veris,Primula veris,2.65,2.65,1,1,no,SPE,Primula,0,1,0,V,herb
S_KDT,Prunus spinosa s. str.,Prunus spinosa agg.,3.15,3.15,0,0,no,SPE,Prunus spinosa agg.,0,0,0,NA,wood
S_KDT,Quercus robur,Quercus robur,0.025,0.025,0,0,no,SPE,Quercus,0,0,0,*,wood
S_KDT,Ranunculus acris,Ranunculus acris agg.,0.275,0.275,1,1,no,SPE,Ranunculus acris agg.,1,1,0,*,herb
S_KDT,Ranunculus bulbosus,Ranunculus bulbosus,1.625,1.625,1,1,no,SPE,Ranunculus,0,1,0,*,herb
S_KDT,Ranunculus repens,Ranunculus repens,0.025,0.025,1,1,no,SPE,Ranunculus,1,1,0,*,herb
S_KDT,Rhinanthus serotinus s. l.,Rhinanthus serotinus s. l.,2.025,2.025,0,0,no,SPE,Rhinanthus,0,0,0,NA,herb
S_KDT,Rosa canina s. l.,Rosa canina s. l.,0.65,0.65,0,0,no,SPE,Rosa,0,0,0,NA,wood
S_KDT,Rumex acetosa,Rumex acetosa,1.15,1.15,1,1,no,SPE,Rumex,1,1,0,*,herb
S_KDT,Securigera varia,Securigera varia,0.525,0.525,0,0,no,SPE,Securigera,0,0,0,*,legume
S_KDT,Senecio jacobaea,Senecio jacobaea,2.5,2.5,1,1,no,SPE,Senecio,0,1,0,*,herb
S_KDT,Taraxacum sect. Ruderalia,Taraxacum sect. Ruderalia,1.05,1.05,1,1,no,SEC,Taraxacum,1,1,0,*,herb
S_KDT,Tragopogon pratensis s. l.,Tragopogon pratensis s. l.,2.5,2.5,1,1,no,AGG,Tragopogon,0,1,0,NA,herb
S_KDT,Trifolium dubium,Trifolium dubium agg.,1.25,1.25,1,1,no,SPE,Trifolium dubium agg.,0,1,0,*,legume
S_KDT,Trifolium pratense,Trifolium pratense,8.5,8.5,1,1,no,SPE,Trifolium,1,1,0,*,legume
S_KDT,Trifolium repens,Trifolium repens,1.15,1.15,1,1,no,SPE,Trifolium,1,1,0,*,legume
S_KDT,Trisetum flavescens,Trisetum flavescens,9.5,9.5,1,1,no,SPE,Trisetum,1,1,0,*,grass
S_KDT,Veronica arvensis,Veronica arvensis,0.025,0.025,1,1,no,SPE,Veronica,0,1,0,*,herb
S_KDT,Veronica chamaedrys s. str.,Veronica chamaedrys agg.,0.525,0.525,1,1,no,SPE,Veronica chamaedrys agg.,1,1,0,NA,herb
S_KDT,Vicia cracca,Vicia cracca agg.,1.025,1.025,1,1,no,SPE,Vicia cracca agg.,1,1,0,*,legume
S_KDT,Vicia sativa agg.,Vicia sativa agg.,0.125,0.125,1,1,no,AGG,Vicia,0,1,0,*,legume
S_KDT,Vicia tetrasperma,Vicia tetrasperma agg.,0.025,0.025,0,0,no,SPE,Vicia tetrasperma agg.,0,0,0,*,legume
S_KRT,Achillea millefolium agg.,Achillea millefolium agg.,0.07500000000000001,0.07500000000000001,1,1,no,AGG,Achillea,1,1,0,*,herb
S_KRT,Agrimonia eupatoria,Agrimonia eupatoria,0.525,0.525,1,1,no,SPE,Agrimonia,0,1,0,*,herb
S_KRT,Agrostis capillaris,Agrostis capillaris,0.125,0.125,1,1,no,SPE,Agrostis,1,1,0,*,grass
S_KRT,Anthoxanthum odoratum s. str.,Anthoxanthum odoratum agg.,0.05,0.05,1,1,no,SPE,Anthoxanthum odoratum agg.,0,1,0,NA,grass
S_KRT,Anthyllis vulneraria s. l.,Anthyllis vulneraria s. l.,0.5,0.5,1,1,no,SPE,Anthyllis,0,1,0,NA,legume
S_KRT,Arrhenatherum elatius,Arrhenatherum elatius,5,5,1,1,no,SPE,Arrhenatherum,1,1,0,*,grass
S_KRT,Betonica officinalis,Betonica officinalis,0.5,0.5,1,1,no,SPE,Betonica,0,1,1,V,herb
S_KRT,Briza media,Briza media,2.5,2.5,1,1,no,SPE,Briza,1,1,0,*,grass
S_KRT,Bromus erectus,Bromus erectus,2.525,2.525,1,1,no,SPE,Bromus,0,1,0,*,grass
S_KRT,Campanula patula,Campanula patula,0.025,0.025,1,1,no,SPE,Campanula,0,1,0,V,herb
S_KRT,Carex flacca,Carex flacca,2.5,2.5,1,1,no,SPE,Carex,0,1,1,*,grass
S_KRT,Carex hirta,Carex hirta,5.025,5.025,0,0,no,SPE,Carex,0,0,0,*,grass
S_KRT,Cerastium holosteoides,Cerastium fontanum agg.,0.025,0.025,1,1,no,SPE,Cerastium fontanum agg.,1,1,0,*,herb
S_KRT,Cirsium arvense,Cirsium arvense,0.525,0.525,0,0,no,SPE,Cirsium,0,0,0,*,herb
S_KRT,Crepis biennis,Crepis biennis,0.125,0.125,1,1,no,SPE,Crepis,1,1,0,*,herb
S_KRT,Dactylis glomerata s. str.,Dactylis glomerata agg.,0.65,0.65,1,1,no,SPE,Dactylis glomerata agg.,0,1,0,NA,grass
S_KRT,Daucus carota,Daucus carota,0.05,0.05,1,1,no,SPE,Daucus,0,1,0,*,herb
S_KRT,Dianthus carthusianorum,Dianthus carthusianorum agg.,3.125,3.125,1,1,no,SPE,Dianthus carthusianorum agg.,0,1,0,V,herb
S_KRT,Elymus repens s. str.,Elymus repens s. str.,2.5,2.5,0,0,no,SPE,Elymus,0,0,0,NA,grass
S_KRT,Festuca heterophylla,Festuca heterophylla,1,1,0,0,no,SPE,Festuca,0,0,0,V,grass
S_KRT,Festuca ovina agg.,Festuca ovina agg.,12,12,1,1,no,AG1,Festuca,0,1,0,*,grass
S_KRT,Festuca pratensis s. str.,Festuca pratensis s. str.,1,1,1,1,no,SPE,Festuca pratensis s. l.,0,1,0,NA,grass
S_KRT,Festuca rubra agg.,Festuca rubra agg.,1.5,1.5,1,1,no,AGG,Festuca,1,1,0,*,grass
S_KRT,Filipendula vulgaris,Filipendula vulgaris,0.525,0.525,1,1,no,SPE,Filipendula,0,1,0,3,herb
S_KRT,Fraxinus excelsior,Fraxinus excelsior,0.05,0.05,0,0,no,SPE,Fraxinus,0,0,0,*,wood
S_KRT,Galium aparine,Galium aparine agg.,0.025,0.025,0,0,no,SPE,Galium aparine agg.,0,0,0,*,herb
S_KRT,Galium mollugo agg.,Galium mollugo agg.,1.5,1.5,0,1,no,AGG,Galium,0,0,0,*,herb
S_KRT,Galium verum s. str.,Galium verum agg.,2.5,2.5,1,1,no,SPE,Galium verum agg.,1,1,0,NA,herb
S_KRT,Hippocrepis comosa,Hippocrepis comosa,0.525,0.525,1,1,no,SPE,Hippocrepis,0,1,0,V,legume
S_KRT,Holcus lanatus,Holcus lanatus,0.025,0.025,1,1,no,SPE,Holcus,1,1,0,*,grass
S_KRT,Hypochaeris radicata,Hypochaeris radicata,2.5,2.5,1,1,no,SPE,Hypochaeris,1,1,0,*,herb
S_KRT,Inula salicina,Inula salicina,0.025,0.025,1,1,no,SPE,Inula,0,1,1,V,herb
S_KRT,Knautia arvensis s. str.,Knautia arvensis agg.,0.07500000000000001,0.07500000000000001,1,1,no,SPE,Knautia arvensis agg.,1,1,0,NA,herb
S_KRT,Koeleria pyramidata,Koeleria pyramidata agg.,0.5,0.5,1,1,no,SPE,Koeleria pyramidata agg.,1,1,0,V,grass
S_KRT,Lathyrus pratensis,Lathyrus pratensis,0.125,0.125,1,1,no,SPE,Lathyrus,1,1,0,*,legume
S_KRT,Leucanthemum vulgare agg.,Leucanthemum vulgare agg.,0.25,0.25,1,1,no,AGG,Leucanthemum,1,1,0,*,herb
S_KRT,Lotus corniculatus,Lotus corniculatus agg.,0.55,0.55,1,1,no,SPE,Lotus corniculatus agg.,0,1,0,*,legume
S_KRT,Luzula campestris agg.,Luzula campestris agg.,0.125,0.125,1,1,no,AGG,Luzula,1,1,0,*,grass
S_KRT,Malva moschata,Malva moschata,0.5,0.5,1,1,no,SPE,Malva,0,1,0,*,herb
S_KRT,Medicago lupulina,Medicago lupulina,0.025,0.025,1,1,no,SPE,Medicago,0,1,0,*,legume
S_KRT,Myosotis arvensis,Myosotis arvensis,0.025,0.025,0,0,no,SPE,Myosotis,0,0,0,*,herb
S_KRT,Origanum vulgare,Origanum vulgare,0.05,0.05,1,1,no,SPE,Origanum,0,1,0,*,herb
S_KRT,Orobanche gracilis,Orobanche gracilis,0.025,0.025,1,1,yes,SPE,Orobanche,0,1,0,3,herb
S_KRT,Pimpinella saxifraga,Pimpinella saxifraga agg.,0.5,0.5,1,1,no,SPE,Pimpinella saxifraga agg.,1,1,0,*,herb
S_KRT,Plantago lanceolata,Plantago lanceolata,2.65,2.65,1,1,no,SPE,Plantago,1,1,0,*,herb
S_KRT,Plantago media,Plantago media,0.5,0.5,1,1,no,SPE,Plantago,1,1,0,*,herb
S_KRT,Poa pratensis agg.,Poa pratensis agg.,17.875,17.875,1,1,no,AGG,Poa,1,1,0,*,grass
S_KRT,Potentilla anserina,Potentilla anserina,0.5,0.5,1,1,no,SPE,Potentilla,1,0,0,*,herb
S_KRT,Potentilla verna,Potentilla verna agg.,3,3,1,1,no,SPE,Potentilla verna agg.,0,1,0,*,herb
S_KRT,Prunella grandiflora,Prunella grandiflora,1.125,1.125,1,1,no,SPE,Prunella,0,1,0,V,herb
S_KRT,Prunus avium,Prunus avium,0.025,0.025,0,0,yes,SPE,Prunus,0,0,0,*,wood
S_KRT,Ranunculus bulbosus,Ranunculus bulbosus,0.025,0.025,1,1,no,SPE,Ranunculus,0,1,0,*,herb
S_KRT,Rhinanthus serotinus s. l.,Rhinanthus serotinus s. l.,1.125,1.125,0,0,no,SPE,Rhinanthus,0,0,0,NA,herb
S_KRT,Rubus caesius,Rubus caesius,0.15,0.15,0,0,no,SPE,Rubus sect. Caesii,0,0,0,*,wood
S_KRT,Rumex crispus,Rumex crispus,0.025,0.025,1,1,no,SPE,Rumex,1,0,0,*,herb
S_KRT,Salvia pratensis,Salvia pratensis,11.5,11.5,1,1,no,SPE,Salvia,1,1,0,V,herb
S_KRT,Sanguisorba minor s. l.,Sanguisorba minor s. l.,0.675,0.675,1,1,no,SPE,Sanguisorba,1,1,0,NA,herb
S_KRT,Scabiosa ochroleuca,Scabiosa ochroleuca,2.525,2.525,1,1,no,SPE,Scabiosa,1,1,0,3,herb
S_KRT,Silene vulgaris,Silene vulgaris,0.5,0.5,1,1,no,SPE,Silene,0,1,0,*,herb
S_KRT,Solidago gigantea,Solidago gigantea,1,1,0,0,no,SPE,Solidago,0,0,0,nb,herb
S_KRT,Taraxacum sect. Ruderalia,Taraxacum sect. Ruderalia,0.025,0.025,1,1,no,SEC,Taraxacum,1,1,0,*,herb
S_KRT,Thymus pulegioides s. l.,Thymus chamaedrys agg.,1,1,1,1,yes,SPE,Thymus chamaedrys agg.,1,1,0,NA,herb
S_KRT,Tragopogon pratensis s. l.,Tragopogon pratensis s. l.,0.125,0.125,1,1,no,AGG,Tragopogon,0,1,0,NA,herb
S_KRT,Trifolium campestre,Trifolium campestre,8,8,1,1,no,SPE,Trifolium,0,1,0,*,legume
S_KRT,Trifolium dubium,Trifolium dubium agg.,0.025,0.025,1,1,no,SPE,Trifolium dubium agg.,0,1,0,*,legume
S_KRT,Trifolium montanum,Trifolium montanum,0.5,0.5,1,1,no,SPE,Trifolium,1,1,0,V,legume
S_KRT,Trifolium pratense,Trifolium pratense,0.15,0.15,1,1,no,SPE,Trifolium,1,1,0,*,legume
S_KRT,Trisetum flavescens,Trisetum flavescens,4.5,4.5,1,1,no,SPE,Trisetum,1,1,0,*,grass
S_KRT,Vicia cracca,Vicia cracca agg.,0.025,0.025,1,1,no,SPE,Vicia cracca agg.,1,1,0,*,legume
S_KRT,Vicia sativa agg.,Vicia sativa agg.,0.025,0.025,1,1,no,AGG,Vicia,0,1,0,*,legume
S_KRT,Vicia tetrasperma,Vicia tetrasperma agg.,0.025,0.025,0,0,no,SPE,Vicia tetrasperma agg.,0,0,0,*,legume
S_LAP,Alopecurus pratensis,Alopecurus pratensis,11,11,1,1,no,SPE,Alopecurus,1,1,0,*,grass
S_LAP,Anthoxanthum odoratum s. str.,Anthoxanthum odoratum agg.,0.025,0.025,1,1,no,SPE,Anthoxanthum odoratum agg.,0,1,0,NA,grass
S_LAP,Arenaria serpyllifolia s. l.,Arenaria serpyllifolia agg.,5,5,1,1,no,SPE,Arenaria serpyllifolia agg.,0,1,0,NA,herb
S_LAP,Arrhenatherum elatius,Arrhenatherum elatius,4.5,4.5,1,1,no,SPE,Arrhenatherum,1,1,0,*,grass
S_LAP,Bromus inermis,Bromus inermis,2.5,2.5,0,0,no,SPE,Bromus,0,0,0,*,grass
S_LAP,Bromus sterilis,Bromus sterilis,4,4,0,0,no,SPE,Bromus,0,0,0,*,grass
S_LAP,Calystegia sepium,Calystegia sepium agg.,1.525,1.525,0,0,no,SPE,Calystegia sepium agg.,0,0,0,*,herb
S_LAP,Centaurea cyanus,Centaurea cyanus,5,5,0,0,no,SPE,Centaurea,0,0,0,V,herb
S_LAP,Cerastium holosteoides,Cerastium fontanum agg.,0.125,0.125,1,1,no,SPE,Cerastium fontanum agg.,1,1,0,*,herb
S_LAP,Cirsium arvense,Cirsium arvense,0.15,0.15,0,0,no,SPE,Cirsium,0,0,0,*,herb
S_LAP,Cirsium vulgare,Cirsium vulgare,0.125,0.125,0,0,no,SPE,Cirsium,0,0,0,*,herb
S_LAP,Cynosurus cristatus,Cynosurus cristatus,0.125,0.125,1,1,no,SPE,Cynosurus,1,1,0,*,grass
S_LAP,Dactylis glomerata s. str.,Dactylis glomerata agg.,6.125,6.125,1,1,no,SPE,Dactylis glomerata agg.,0,1,0,NA,grass
S_LAP,Daucus carota,Daucus carota,1,1,1,1,no,SPE,Daucus,0,1,0,*,herb
S_LAP,Dipsacus fullonum,Dipsacus fullonum,0.125,0.125,0,0,no,SPE,Dipsacus,0,0,0,*,herb
S_LAP,Elymus repens s. str.,Elymus repens s. str.,10,10,0,0,no,SPE,Elymus,0,0,0,NA,grass
S_LAP,Festuca pratensis s. str.,Festuca pratensis s. str.,0.125,0.125,1,1,no,SPE,Festuca pratensis s. l.,0,1,0,NA,grass
S_LAP,Filipendula ulmaria,Filipendula ulmaria,0.5,0.5,1,1,no,SPE,Filipendula,1,1,1,*,herb
S_LAP,Galium mollugo agg.,Galium mollugo agg.,6.5,6.5,0,1,no,AGG,Galium,0,0,0,*,herb
S_LAP,Geranium dissectum,Geranium dissectum,0.125,0.125,0,0,no,SPE,Geranium,0,0,0,*,herb
S_LAP,Geranium pratense,Geranium pratense,2,2,1,1,no,SPE,Geranium,0,1,0,*,herb
S_LAP,Geum urbanum,Geum urbanum,0.5,0.5,0,0,no,SPE,Geum,0,0,0,*,herb
S_LAP,Heracleum sphondylium,Heracleum sphondylium,2.5,2.5,1,1,no,SPE,Heracleum,0,1,0,*,herb
S_LAP,Holcus lanatus,Holcus lanatus,0.025,0.025,1,1,no,SPE,Holcus,1,1,0,*,grass
S_LAP,Humulus lupulus,Humulus lupulus,0.125,0.125,0,0,no,SPE,Humulus,0,0,0,*,herb
S_LAP,Lactuca serriola,Lactuca serriola,0.525,0.525,0,0,no,SPE,Lactuca,0,0,0,*,herb
S_LAP,Lapsana communis,Lapsana communis,0.025,0.025,0,0,no,SPE,Lapsana,0,0,0,*,herb
S_LAP,Lathyrus pratensis,Lathyrus pratensis,0.55,0.55,1,1,no,SPE,Lathyrus,1,1,0,*,legume
S_LAP,Leucanthemum vulgare agg.,Leucanthemum vulgare agg.,0.125,0.125,1,1,no,AGG,Leucanthemum,1,1,0,*,herb
S_LAP,Lotus corniculatus,Lotus corniculatus agg.,0.025,0.025,1,1,no,SPE,Lotus corniculatus agg.,0,1,0,*,legume
S_LAP,Myosotis arvensis,Myosotis arvensis,2.5,2.5,0,0,no,SPE,Myosotis,0,0,0,*,herb
S_LAP,Papaver rhoeas,Papaver rhoeas,5,5,0,0,no,SPE,Papaver,0,0,0,*,herb
S_LAP,Poa pratensis agg.,Poa pratensis agg.,0.025,0.025,1,1,no,AGG,Poa,1,1,0,*,grass
S_LAP,Poa trivialis s. l.,Poa trivialis s. l.,2.125,2.125,1,1,no,SPE,Poa,1,1,0,NA,grass
S_LAP,Potentilla anserina,Potentilla anserina,0.025,0.025,1,1,no,SPE,Potentilla,1,0,0,*,herb
S_LAP,Potentilla reptans,Potentilla reptans,0.125,0.125,0,0,no,SPE,Potentilla,0,0,0,*,herb
S_LAP,Ranunculus repens,Ranunculus repens,0.5,0.5,1,1,no,SPE,Ranunculus,1,1,0,*,herb
S_LAP,Rubus caesius,Rubus caesius,4,4,0,0,no,SPE,Rubus sect. Caesii,0,0,0,*,wood
S_LAP,Rumex acetosa,Rumex acetosa,0.15,0.15,1,1,no,SPE,Rumex,1,1,0,*,herb
S_LAP,Rumex obtusifolius,Rumex obtusifolius,0.025,0.025,0,0,no,SPE,Rumex,0,0,0,*,herb
S_LAP,Sanguisorba minor s. l.,Sanguisorba minor s. l.,0.125,0.125,1,1,no,SPE,Sanguisorba,1,1,0,NA,herb
S_LAP,Silene dioica,Silene dioica,0.025,0.025,0,0,yes,SPE,Silene,0,0,0,*,herb
S_LAP,Silene latifolia subsp. alba,Silene latifolia subsp. alba,0.025,0.025,0,0,no,SSP,Silene latifolia,0,0,0,*,herb
S_LAP,Silene vulgaris,Silene vulgaris,0.125,0.125,1,1,no,SPE,Silene,0,1,0,*,herb
S_LAP,Symphytum officinale agg.,Symphytum officinale agg.,0.525,0.525,1,1,no,AGG,Symphytum,0,1,1,*,herb
S_LAP,Taraxacum sect. Ruderalia,Taraxacum sect. Ruderalia,0.025,0.025,1,1,no,SEC,Taraxacum,1,1,0,*,herb
S_LAP,Torilis japonica,Torilis japonica agg.,0.5,0.5,0,0,no,SPE,Torilis japonica agg.,0,0,0,*,herb
S_LAP,Trifolium pratense,Trifolium pratense,0.025,0.025,1,1,no,SPE,Trifolium,1,1,0,*,legume
S_LAP,Trisetum flavescens,Trisetum flavescens,0.15,0.15,1,1,no,SPE,Trisetum,1,1,0,*,grass
S_LAP,Urtica dioica s. l.,Urtica dioica s. l.,18.65,18.65,0,0,no,AGG,Urtica,0,0,0,NA,herb
S_LAP,Veronica arvensis,Veronica arvensis,0.125,0.125,1,1,no,SPE,Veronica,0,1,0,*,herb
S_LAP,Vicia cracca,Vicia cracca agg.,0.525,0.525,1,1,no,SPE,Vicia cracca agg.,1,1,0,*,legume
S_LAP,Vicia hirsuta,Vicia hirsuta,1,1,0,0,no,SPE,Vicia,0,0,0,*,legume
S_LAP,Vicia sativa agg.,Vicia sativa agg.,0.5,0.5,1,1,no,AGG,Vicia,0,1,0,*,legume
S_LAP,Vicia sepium,Vicia sepium,1.175,1.175,1,1,no,SPE,Vicia,0,1,0,*,legume
S_LAP,Vicia tetrasperma,Vicia tetrasperma agg.,0.125,0.125,0,0,no,SPE,Vicia tetrasperma agg.,0,0,0,*,legume
S_LPI,Acer platanoides,Acer platanoides,0.025,0.025,0,0,no,SPE,Acer,0,0,0,*,wood
S_LPI,Acer pseudoplatanus,Acer pseudoplatanus,0.4,0.4,0,0,no,SPE,Acer,0,0,0,*,wood
S_LPI,Achillea millefolium agg.,Achillea millefolium agg.,0.675,0.675,1,1,no,AGG,Achillea,1,1,0,*,herb
S_LPI,Agrimonia eupatoria,Agrimonia eupatoria,0.025,0.025,1,1,no,SPE,Agrimonia,0,1,0,*,herb
S_LPI,Agrostis stolonifera,Agrostis stolonifera agg.,0.5,0.5,1,1,no,SPE,Agrostis stolonifera agg.,1,0,0,*,grass
S_LPI,Alopecurus pratensis,Alopecurus pratensis,0.5,0.5,1,1,no,SPE,Alopecurus,1,1,0,*,grass
S_LPI,Arenaria serpyllifolia s. l.,Arenaria serpyllifolia agg.,0.55,0.55,1,1,no,SPE,Arenaria serpyllifolia agg.,0,1,0,NA,herb
S_LPI,Arrhenatherum elatius,Arrhenatherum elatius,2.525,2.525,1,1,no,SPE,Arrhenatherum,1,1,0,*,grass
S_LPI,Asperula tinctoria,Asperula tinctoria,0.07500000000000001,0.07500000000000001,1,1,no,SPE,Asperula,0,1,0,3,herb
S_LPI,Brachypodium pinnatum,Brachypodium pinnatum agg.,1.625,1.625,1,1,no,SPE,Brachypodium pinnatum agg.,1,1,0,*,grass
S_LPI,Bromus arvensis,Bromus arvensis,1,1,0,0,yes,SPE,Bromus,0,0,0,V,grass
S_LPI,Bromus erectus,Bromus erectus,8,8,1,1,no,SPE,Bromus,0,1,0,*,grass
S_LPI,Bromus hordeaceus,Bromus hordeaceus agg.,0.05,0.05,1,1,no,SPE,Bromus hordeaceus agg.,0,1,0,*,grass
S_LPI,Campanula rotundifolia s. str.,Campanula rotundifolia agg.,0.025,0.025,1,1,no,SPE,Campanula rotundifolia agg.,0,1,0,NA,herb
S_LPI,Centaurea jacea agg.,Centaurea jacea agg.,1.25,1.25,1,1,no,AGG,Centaurea,0,1,0,*,herb
S_LPI,Cerastium holosteoides,Cerastium fontanum agg.,0.675,0.675,1,1,no,SPE,Cerastium fontanum agg.,1,1,0,*,herb
S_LPI,Clinopodium vulgare,Clinopodium vulgare,0.025,0.025,1,1,no,SPE,Clinopodium,0,1,0,*,herb
S_LPI,Crepis biennis,Crepis biennis,1.025,1.025,1,1,no,SPE,Crepis,1,1,0,*,herb
S_LPI,Dactylis glomerata s. str.,Dactylis glomerata agg.,4.5,4.5,1,1,no,SPE,Dactylis glomerata agg.,0,1,0,NA,grass
S_LPI,Daucus carota,Daucus carota,0.07500000000000001,0.07500000000000001,1,1,no,SPE,Daucus,0,1,0,*,herb
S_LPI,Dianthus carthusianorum,Dianthus carthusianorum agg.,1.25,1.25,1,1,no,SPE,Dianthus carthusianorum agg.,0,1,0,V,herb
S_LPI,Echium vulgare,Echium vulgare,1.025,1.025,1,1,no,SPE,Echium,0,1,0,*,herb
