name.original,family,url,name.plant,name.dummy,sla,height,seedmass,flowering.start,growth.form.1,growth.form.2,nitrogen.fix,oek.l,oek.t,oek.k,oek.f,oek.f.change,oek.n,oek.r,oek.s,lf.leb,mahdvertra,weidevertr,trittvertr,futterwert,sociology,legal,status,neobiota,rlg,responsibility,funct.group.x,R11.Diagnostic,R16.Diagnostic,R1A.Diagnostic,R1B.Diagnostic,R1M.Diagnostic,R1P.Diagnostic,R21.Diagnostic,R22.Diagnostic,R35.Diagnostic,R36.Diagnostic,R37.Diagnostic,ffh.2330,ffh.6120,ffh.6210,ffh.6230,ffh.6240,ffh.6410,ffh.6440,ffh.6510,sh.feucht.naessezeiger,sh.trockenheitszeiger,sh.basenzeiger,sh.magerkeitszeiger,sh.ruderalisierungszeiger,sh.beweidungszeiger,sh.wert.gruenlandarten,sh.ausnahmearten.spp.wert.gruenlandarten,sh.nicht.wert.flutrasenarten,sh.calthion,sh.wiesenzeiger,btt.hh.GMG Kennzeichnende Arten,btt.hh.GMG Wertgebende Arten (RL-HH),btt.hh.GMM Kennzeichnende Arten,btt.hh.GMM Wertgebende Arten (RL-HH),btt.hh.GMT Kennzeichnende Arten,btt.hh.GMT Wertgebende Arten (RL-HH),btt.hh.GMW Kennzeichnende Arten,btt.hh.GMW Wertgebende Arten (RL-HH),btt.hh.GFA Kennzeichnende Arten,btt.hh.GFA Wertgebende Arten (RL-HH),btt.hh.GFR Kennzeichnende Arten,btt.hh.GFR Wertgebende Arten (RL-HH),btt.hh.GFC Kennzeichnende Arten,btt.hh.GFC Wertgebende Arten (RL-HH),btt.hh.GFF Kennzeichnende Arten,btt.hh.GFF Wertgebende Arten (RL-HH),btt.hh.GN Kennzeichnende Arten,btt.hh.GN Wertgebende Arten (RL-HH),btt.hh.GNP Kennzeichnende Arten,btt.hh.GNP Wertgebende Arten (RL-HH),hh.gl.typical,hh.gl.F.zeiger,hh.gl.N.zeiger,hh.gl.R.zeiger,nie.gn.gf.kennarten,btt.nie.9.1 GM weithin verbreitete Grünlandarten,btt.nie.9.1 GM Kennarten für Grünland mit weiter Standortamplitude,btt.nie.9.1.1 GMF Zusätzliche Kennarten,btt.nie.9.1.3 GMA Zusätzliche Kennarten,btt.nie.9.1.4 GMK Zusätzliche Kennarten,btt.nie.9.3. GN Kennzeichnende Pflanzenarten,btt.nie.9.4.1 GFB Kennarten,btt.nie.9.4.2 GFF Kennarten,btt.nie.9.4.3 GFS Kennarten,lsa.nasswiesen,bv.§30.borstgrasrasen,bv.art23.pfeifengraswiesen,bv.§30.nasswiesen,bv.gruenland.feucht,bv.gruenland.frisch,bv.§30.trockenrasen,btt.bv.GL Typische Arten,btt.bv.GA Typische Arten,btt.bv.GL6120* Typische Arten,btt.bv.GN Typische Arten,btt.bv.GO6230* Typische Arten,btt.bv.GP6410 Typische Arten,btt.bv.GT und GT6210 Typische Arten,btt.bv.GT621P* Typische Arten,btt.bv.GT6240* Typische Arten,"btt.bv.GU, GU651E und GU651L Typische Arten",calth.sturm,funct.group.y,ruderal,target_ellenberg
Alchemilla vulgaris agg.,Rosaceae,https://www.worldfloraonline.org/taxon/wfo-0001007689,Alchemilla vulgaris agg.,Alchemilla vulgaris,186.5,0.37,4.8e-4,Jun,herb,herb,NA,6,4,4,5,NA,6,6,0,H,NA,NA,NA,NA,0,NA,I,NA,*,nb,herb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,herb,no,no
Alliaria petiolata,Brassicaceae,https://www.worldfloraonline.org/taxon/wfo-0000526081,Alliaria petiolata,Alliaria petiolata,412,0.583333333333333,0.00260120825,Apr,herb,NA,NA,5,6,3,5,NA,9,7,0,H,NA,NA,NA,NA,3530,NA,I,NA,*,NA,herb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,herb,yes,no
Allium,Amaryllidaceae,https://www.worldfloraonline.org/taxon/wfo-4000001260,Allium,Allium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,herb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,herb,NA,NA
Allium angulosum,Amaryllidaceae,https://www.worldfloraonline.org/taxon/wfo-0000755648,Allium angulosum,Allium angulosum,NA,0.225,0.002005,NA,herb,herb,NA,8,7,7,8,~,2,8,0,G,4,7,3,1,5411,b,I,NA,3,?,herb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,F,A,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,herb,no,molinietalia
Allium carinatum,Amaryllidaceae,https://www.worldfloraonline.org/taxon/wfo-0000755899,Allium carinatum,Allium carinatum,282.6,0.225,0.001294,Jul,herb,herb,NA,8,5,4,3,~,2,8,0,G,NA,NA,NA,NA,0,NA,I,NA,3,NA,herb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,T,A,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,herb,no,no
Allium lusitanicum,Amaryllidaceae,https://www.worldfloraonline.org/taxon/wfo-0000756644,Allium lusitanicum,Allium lusitanicum,NA,NA,NA,NA,herb,herb,NA,9,NA,5,2,NA,2,6,0,G,NA,NA,NA,NA,5210,NA,I,NA,3,NA,herb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,herb,no,sedo-scleranthetea
Allium oleraceum,Amaryllidaceae,https://www.worldfloraonline.org/taxon/wfo-0000756866,Allium oleraceum,Allium oleraceum,118,0.225,0.01137,Jun,herb,forb,NA,7,6,4,3,NA,4,7,0,G,5,7,2,1,5300,NA,I,NA,*,NA,herb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,herb,no,festuco-brometea
Allium rotundum,Amaryllidaceae,https://www.worldfloraonline.org/taxon/wfo-0000757183,Allium rotundum,Allium rotundum,NA,NA,0.001048,Jun,herb,forb,NA,7,7,6,4,NA,4,8,0,G,NA,NA,NA,NA,3310,NA,I,NA,3,NA,herb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,herb,yes,no
Allium schoenoprasum,Amaryllidaceae,https://www.worldfloraonline.org/taxon/wfo-0000757278,Allium schoenoprasum,Allium schoenoprasum,88.5,0.32,9.065e-4,May,herb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,V,NA,herb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,T,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,herb,NA,NA
Allium scorodoprasum,Amaryllidaceae,https://www.worldfloraonline.org/taxon/wfo-0000757306,Allium scorodoprasum,Allium scorodoprasum,46.5,0.425,0.015354,Jun,herb,forb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,*,?,herb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,herb,NA,NA
Allium vineale s. l.,Amaryllidaceae,https://www.worldfloraonline.org/taxon/wfo-0000757711,Allium vineale s. l.,Allium vineale,187,0.375,0.007386,NA,herb,herb,no,5,7,3,4,NA,7,NA,0,G,NA,NA,NA,NA,3311,NA,NA,NA,NA,NA,herb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,herb,yes,no
Alnus glutinosa,Betulaceae,https://www.worldfloraonline.org/taxon/wfo-0000945215,Alnus glutinosa,Alnus glutinosa,147.56,9.6,0.002033712,NA,tree,tree,yes,5,5,3,9,=,NA,6,1,P,NA,NA,NA,NA,8211,NA,I,NA,*,NA,wood,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wood,no,no
Alnus incana,Betulaceae,https://www.worldfloraonline.org/taxon/wfo-0000945749,Alnus incana,Alnus incana,205.15,8.532,7.647178e-4,Mar,tree,NA,NA,6,4,5,7,=,NA,8,0,P,NA,NA,NA,NA,8433,NA,I,NA,*,NA,wood,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wood,no,no
Alopecurus geniculatus,Poaceae,https://www.worldfloraonline.org/taxon/wfo-0000845537,Alopecurus geniculatus,Alopecurus geniculatus,275.55,0.37,4.2846875e-4,NA,herb,NA,no,9,6,3,8,=,7,7,2,H,4,4,5,5,3811,NA,I,NA,*,NA,grass,NA,NA,NA,NA,NA,NA,19.9,NA,NA,36.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,grass,no,no
Alopecurus myosuroides,Poaceae,https://www.worldfloraonline.org/taxon/wfo-0000845620,Alopecurus myosuroides,Alopecurus myosuroides,272.67,0.5,0.001387,May,herb,NA,NA,6,6,3,5,NA,6,7,0,T,NA,NA,NA,NA,3411,NA,I,NA,*,NA,grass,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,grass,yes,no
Alopecurus pratensis,Poaceae,https://www.worldfloraonline.org/taxon/wfo-0000845656,Alopecurus pratensis,Alopecurus pratensis,250.36,0.62,8.46889e-4,NA,herb,NA,no,6,NA,5,6,NA,7,6,0,H,7,4,4,8,5400,NA,I,NA,*,NA,grass,NA,NA,NA,NA,NA,NA,NA,18.5,19.3,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,grass,no,no
Althaea officinalis,Malvaceae,https://www.worldfloraonline.org/taxon/wfo-0000529011,Althaea officinalis,Althaea officinalis,235.45,0.858,0.0056355,Jul,herb,forb,NA,6,7,6,7,=,4,8,2,H,NA,NA,NA,NA,3811,b,I,NA,3,NA,herb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,F,NA,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,herb,no,no
Alyssum alyssoides,Brassicaceae,https://www.worldfloraonline.org/taxon/wfo-0000529216,Alyssum alyssoides,Alyssum alyssoides,214.8,0.133666666666667,7.889375e-4,NA,herb,NA,no,9,6,4,3,NA,1,8,0,"T,H",NA,NA,NA,NA,5212,NA,I,NA,3,NA,herb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,herb,no,sedo-scleranthetea
Alyssum montanum,Brassicaceae,https://www.worldfloraonline.org/taxon/wfo-0000529657,Alyssum montanum,Alyssum montanum,122.7,0.085,6e-4,Apr,NA,subshrub,NA,9,6,4,2,NA,1,7,0,C,NA,NA,NA,NA,5213,b,I,NA,3,NA,herb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,herb,no,sedo-scleranthetea
Anemone nemorosa,Ranunculaceae,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:708516-1,Anemone nemorosa,Anemone nemorosa,274,0.138,0.002379,Mar,herb,herb,NA,NA,NA,3,5,NA,NA,NA,0,G,5,7,6,1,8400,NA,I,NA,*,NA,herb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,herb,no,no
Angelica sylvestris,Apiaceae,https://www.worldfloraonline.org/taxon/wfo-0000536413,Angelica sylvestris,Angelica sylvestris,269.32,0.783,0.002702,Jul,herb,forb,NA,7,NA,4,8,NA,4,NA,0,H,5,2,2,3,5410,NA,I,NA,*,NA,herb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,F,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,herb,no,molinietalia
Antennaria dioica,Asteraceae,https://www.worldfloraonline.org/taxon/wfo-0000035189,Antennaria dioica,Antennaria dioica,184,0.1,5.15e-5,May,NA,forb,NA,8,NA,NA,4,NA,2,3,0,C,5,4,4,2,5110,b,I,NA,3,NA,herb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,herb,no,no
Anthemis arvensis,Asteraceae,https://www.worldfloraonline.org/taxon/wfo-0000010729,Anthemis arvensis,Anthemis arvensis,318.8,0.278333333333333,6.79166666666667e-4,NA,herb,NA,NA,7,6,5,4,NA,6,6,0,T,NA,NA,NA,NA,3400,NA,I,NA,V,NA,herb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,herb,yes,no
Anthemis tinctoria,Asteraceae,https://www.worldfloraonline.org/taxon/wfo-0000032695,Anthemis tinctoria,Anthemis tinctoria,170.46,0.5875,4.99889e-4,NA,herb,forb,NA,8,6,5,3,NA,4,6,0,H,3,3,3,2,3611,NA,I,NA,*,NA,herb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,herb,yes,no
Anthericum liliago,Asparagaceae,https://www.worldfloraonline.org/taxon/wfo-0000760447,Anthericum liliago,Anthericum liliago,178.2,0.3,0.005647,May,herb,forb,NA,7,6,4,3,NA,2,5,0,H,4,7,1,1,6112,b,I,NA,V,!,herb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,herb,no,trifolio-geranietea
Anthericum ramosum,Asparagaceae,https://www.worldfloraonline.org/taxon/wfo-0000760635,Anthericum ramosum,Anthericum ramosum,235.1,0.288,0.00316,NA,herb,herb,NA,7,5,4,3,NA,3,7,0,H,3,7,1,1,6112,b,I,NA,V,NA,herb,NA,20.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,herb,no,trifolio-geranietea
Anthoxanthum aristatum,Poaceae,https://www.worldfloraonline.org/taxon/wfo-0000848095,Anthoxanthum aristatum,Anthoxanthum aristatum,312.2,0.156,3.24e-4,May,herb,graminoid,NA,7,6,2,NA,NA,3,2,0,T,NA,NA,NA,NA,3422,NA,N,N,nb,nb,grass,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,grass,yes,no
Anthoxanthum odoratum s. str.,Poaceae,https://www.worldfloraonline.org/taxon/wfo-0000848178,Anthoxanthum odoratum s. str.,Anthoxanthum odoratum,297.67,0.2325,5.55769333333333e-4,NA,herb,NA,no,NA,NA,NA,NA,NA,NA,5,1,"T,H",7,5,5,4,0,NA,NA,NA,NA,NA,grass,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,grass,no,no
Anthriscus caucalis,Apiaceae,https://www.worldfloraonline.org/taxon/wfo-0000538624,Anthriscus caucalis,Anthriscus caucalis,329.78,0.36,0.00141473333333333,May,herb,NA,NA,8,6,2,5,NA,6,6,0,T,NA,NA,NA,NA,3331,NA,I,NA,*,NA,herb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,herb,yes,no
Anthriscus sylvestris,Apiaceae,https://www.worldfloraonline.org/taxon/wfo-0000538692,Anthriscus sylvestris,Anthriscus sylvestris,311.92,0.7,0.0041684165,May,herb,NA,NA,7,NA,5,5,NA,8,NA,0,H,7,3,3,5,5420,NA,I,NA,*,NA,herb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,R,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,herb,no,arrhenatheretalia
Anthyllis vulneraria s. l.,Fabaceae,https://www.worldfloraonline.org/taxon/wfo-0000212115,Anthyllis vulneraria s. l.,Anthyllis vulneraria,162.7,0.275,0.002825859,NA,herb,forb,NA,8,6,3,3,NA,2,7,0,H,4,4,4,6,5320,NA,NA,NA,NA,NA,legume,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,T,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,legume,no,festuco-brometea
